BIQ 07/01/06 19:00 07/01/06 20:00 0 1
BIQ 07/01/06 20:00 07/01/06 21:00 1 0
BIQ 07/01/06 21:00 07/01/06 22:00 0 2
BIQ 07/01/06 22:00 07/01/06 23:00 0 0
BOD 07/01/06 00:00 07/01/06 05:00 0 0
BOD 07/01/06 05:00 07/01/06 07:00 1 0
BOD 07/01/06 07:00 07/01/06 12:00 1 1
BOD 07/01/06 12:00 07/01/06 13:00 1 0
BOD 07/01/06 13:00 07/01/06 14:00 0 1
BOD 07/01/06 14:00 07/01/06 15:00 1 1
BOD 07/01/06 15:00 07/01/06 16:00 1 0
BOD 07/01/06 16:00 07/01/06 17:00 1 1
BOD 07/01/06 17:00 07/01/06 18:00 1 0
BOD 07/01/06 18:00 07/01/06 19:00 0 1
BOD 07/01/06 19:00 07/01/06 20:00 1 1
BOD 07/01/06 20:00 07/01/06 21:00 0 1
BOD 07/01/06 21:00 07/01/06 23:00 0 0
CDG 07/01/06 00:00 07/01/06 06:00 0 0
CDG 07/01/06 06:00 07/01/06 07:00 2 3
CDG 07/01/06 07:00 07/01/06 08:00 1 3
CDG 07/01/06 08:00 07/01/06 09:00 3 2
CDG 07/01/06 09:00 07/01/06 10:00 3 0
CDG 07/01/06 10:00 07/01/06 11:00 1 3
CDG 07/01/06 11:00 07/01/06 12:00 3 5
CDG 07/01/06 12:00 07/01/06 13:00 4 1
CDG 07/01/06 13:00 07/01/06 14:00 2 3
CDG 07/01/06 14:00 07/01/06 15:00 2 2
CDG 07/01/06 15:00 07/01/06 16:00 1 2
CDG 07/01/06 16:00 07/01/06 17:00 1 3
CDG 07/01/06 17:00 07/01/06 18:00 4 2
CDG 07/01/06 18:00 07/01/06 19:00 1 2
CDG 07/01/06 19:00 07/01/06 20:00 2 1
CDG 07/01/06 20:00 07/01/06 21:00 4 0
CDG 07/01/06 21:00 07/01/06 22:00 0 2
CDG 07/01/06 22:00 07/01/06 23:00 0 0
CFE 07/01/06 00:00 07/01/06 05:00 0 0
CFE 07/01/06 05:00 07/01/06 06:00 1 0
CFE 07/01/06 06:00 07/01/06 08:00 0 0
CFE 07/01/06 08:00 07/01/06 10:00 1 1
CFE 07/01/06 10:00 07/01/06 15:00 0 0
CFE 07/01/06 15:00 07/01/06 16:00 0 1
CFE 07/01/06 16:00 07/01/06 17:00 1 0
CFE 07/01/06 17:00 07/01/06 18:00 0 1
CFE 07/01/06 18:00 07/01/06 20:00 0 0
CFE 07/01/06 20:00 07/01/06 21:00 0 1
CFE 07/01/06 21:00 07/01/06 23:00 0 0
CFR 07/01/06 00:00 07/01/06 05:00 0 0
CFR 07/01/06 05:00 07/01/06 06:00 1 0
CFR 07/01/06 06:00 07/01/06 08:00 0 0
CFR 07/01/06 08:00 07/01/06 09:00 0 1
CFR 07/01/06 09:00 07/01/06 12:00 0 0
CFR 07/01/06 12:00 07/01/06 13:00 1 0
CFR 07/01/06 13:00 07/01/06 16:00 0 0
CFR 07/01/06 16:00 07/01/06 17:00 0 1
CFR 07/01/06 17:00 07/01/06 23:00 0 0
CLY 07/01/06 00:00 07/01/06 09:00 0 0
CLY 07/01/06 09:00 07/01/06 10:00 0 1
CLY 07/01/06 10:00 07/01/06 11:00 1 0
CLY 07/01/06 11:00 07/01/06 23:00 0 0
ETZ 07/01/06 00:00 07/01/06 07:00 0 0
ETZ 07/01/06 07:00 07/01/06 08:00 1 0
ETZ 07/01/06 08:00 07/01/06 09:00 0 0
ETZ 07/01/06 09:00 07/01/06 10:00 0 1
ETZ 07/01/06 10:00 07/01/06 14:00 0 0
ETZ 07/01/06 14:00 07/01/06 15:00 1 0
ETZ 07/01/06 15:00 07/01/06 20:00 0 0
ETZ 07/01/06 20:00 07/01/06 21:00 0 1
ETZ 07/01/06 21:00 07/01/06 23:00 0 0
FSC 07/01/06 00:00 07/01/06 07:00 0 0
FSC 07/01/06 07:00 07/01/06 08:00 1 0
FSC 07/01/06 08:00 07/01/06 11:00 0 0
FSC 07/01/06 11:00 07/01/06 12:00 0 1
FSC 07/01/06 12:00 07/01/06 13:00 1 0
FSC 07/01/06 13:00 07/01/06 18:00 0 0
FSC 07/01/06 18:00 07/01/06 19:00 0 1
FSC 07/01/06 19:00 07/01/06 23:00 0 0
LDE 07/01/06 00:00 07/01/06 06:00 0 0
LDE 07/01/06 06:00 07/01/06 07:00 1 0
LDE 07/01/06 07:00 07/01/06 10:00 0 0
LDE 07/01/06 10:00 07/01/06 11:00 1 1
LDE 07/01/06 11:00 07/01/06 14:00 0 0
LDE 07/01/06 14:00 07/01/06 15:00 0 1
LDE 07/01/06 15:00 07/01/06 23:00 0 0
LEH 07/01/06 00:00 07/01/06 05:00 0 0
LEH 07/01/06 05:00 07/01/06 06:00 1 0
LEH 07/01/06 06:00 07/01/06 09:00 0 0
LEH 07/01/06 09:00 07/01/06 10:00 1 1
LEH 07/01/06 10:00 07/01/06 15:00 0 0
LEH 07/01/06 15:00 07/01/06 16:00 1 1
LEH 07/01/06 16:00 07/01/06 19:00 0 0
LEH 07/01/06 19:00 07/01/06 20:00 0 1
LEH 07/01/06 20:00 07/01/06 23:00 0 0
LGW 07/01/06 00:00 07/01/06 07:00 0 0
LGW 07/01/06 07:00 07/01/06 08:00 1 1
LGW 07/01/06 08:00 07/01/06 23:00 0 0
LIG 07/01/06 00:00 07/01/06 05:00 0 0
LIG 07/01/06 05:00 07/01/06 06:00 1 0
LIG 07/01/06 06:00 07/01/06 09:00 0 0
LIG 07/01/06 09:00 07/01/06 10:00 0 1
LIG 07/01/06 10:00 07/01/06 11:00 1 0
LIG 07/01/06 11:00 07/01/06 13:00 0 0
LIG 07/01/06 13:00 07/01/06 14:00 0 1
LIG 07/01/06 14:00 07/01/06 20:00 0 0
LIG 07/01/06 20:00 07/01/06 21:00 0 1
LIG 07/01/06 21:00 07/01/06 23:00 0 0
LIL 07/01/06 00:00 07/01/06 05:00 0 0
LIL 07/01/06 05:00 07/01/06 06:00 1 0
LIL 07/01/06 06:00 07/01/06 08:00 0 0
LIL 07/01/06 08:00 07/01/06 09:00 0 1
LIL 07/01/06 09:00 07/01/06 10:00 1 0
LIL 07/01/06 10:00 07/01/06 11:00 0 0
LIL 07/01/06 11:00 07/01/06 12:00 0 1
LIL 07/01/06 12:00 07/01/06 13:00 1 0
LIL 07/01/06 13:00 07/01/06 16:00 0 0
LIL 07/01/06 16:00 07/01/06 17:00 0 1
LIL 07/01/06 17:00 07/01/06 23:00 0 0
LRT 07/01/06 00:00 07/01/06 06:00 0 0
LRT 07/01/06 06:00 07/01/06 07:00 1 0
LRT 07/01/06 07:00 07/01/06 09:00 0 0
LRT 07/01/06 09:00 07/01/06 10:00 1 1
LRT 07/01/06 10:00 07/01/06 13:00 0 0
LRT 07/01/06 13:00 07/01/06 14:00 0 1
LRT 07/01/06 14:00 07/01/06 15:00 1 1
LRT 07/01/06 15:00 07/01/06 23:00 0 0
LYS 07/01/06 00:00 07/01/06 05:00 0 0
LYS 07/01/06 05:00 07/01/06 06:00 1 0
LYS 07/01/06 06:00 07/01/06 07:00 1 4
LYS 07/01/06 07:00 07/01/06 08:00 5 2
LYS 07/01/06 08:00 07/01/06 09:00 0 1
LYS 07/01/06 09:00 07/01/06 13:00 1 1
LYS 07/01/06 13:00 07/01/06 14:00 1 3
LYS 07/01/06 14:00 07/01/06 15:00 2 2
LYS 07/01/06 15:00 07/01/06 16:00 2 0
LYS 07/01/06 16:00 07/01/06 17:00 2 1
LYS 07/01/06 17:00 07/01/06 20:00 1 1
LYS 07/01/06 20:00 07/01/06 21:00 0 0
LYS 07/01/06 21:00 07/01/06 22:00 0 1
LYS 07/01/06 22:00 07/01/06 23:00 0 0
MLH 07/01/06 00:00 07/01/06 05:00 0 0
MLH 07/01/06 05:00 07/01/06 06:00 1 0
MLH 07/01/06 06:00 07/01/06 07:00 1 0
MLH 07/01/06 07:00 07/01/06 09:00 0 0
MLH 07/01/06 09:00 07/01/06 10:00 1 1
MLH 07/01/06 10:00 07/01/06 11:00 1 0
MLH 07/01/06 11:00 07/01/06 13:00 0 0
MLH 07/01/06 13:00 07/01/06 14:00 1 1
MLH 07/01/06 14:00 07/01/06 16:00 0 0
MLH 07/01/06 16:00 07/01/06 17:00 0 1
MLH 07/01/06 17:00 07/01/06 18:00 1 0
MLH 07/01/06 18:00 07/01/06 19:00 0 0
MLH 07/01/06 19:00 07/01/06 20:00 0 1
MLH 07/01/06 20:00 07/01/06 21:00 0 0
MLH 07/01/06 21:00 07/01/06 22:00 0 1
MLH 07/01/06 22:00 07/01/06 23:00 0 0
MPL 07/01/06 00:00 07/01/06 05:00 0 0
MPL 07/01/06 05:00 07/01/06 06:00 1 0
MPL 07/01/06 06:00 07/01/06 08:00 0 0
MPL 07/01/06 08:00 07/01/06 09:00 1 0
MPL 07/01/06 09:00 07/01/06 10:00 1 1
MPL 07/01/06 10:00 07/01/06 11:00 1 0
MPL 07/01/06 11:00 07/01/06 12:00 1 2
MPL 07/01/06 12:00 07/01/06 13:00 1 0
MPL 07/01/06 13:00 07/01/06 14:00 0 1
MPL 07/01/06 14:00 07/01/06 15:00 1 0
MPL 07/01/06 15:00 07/01/06 16:00 0 1
MPL 07/01/06 16:00 07/01/06 17:00 1 0
MPL 07/01/06 17:00 07/01/06 18:00 0 1
MPL 07/01/06 18:00 07/01/06 19:00 1 0
MPL 07/01/06 19:00 07/01/06 20:00 0 1
MPL 07/01/06 20:00 07/01/06 21:00 1 0
MPL 07/01/06 21:00 07/01/06 22:00 0 1
MPL 07/01/06 22:00 07/01/06 23:00 0 0
MRS 07/01/06 00:00 07/01/06 05:00 0 0
MRS 07/01/06 05:00 07/01/06 07:00 1 0
MRS 07/01/06 07:00 07/01/06 08:00 1 1
MRS 07/01/06 08:00 07/01/06 09:00 0 1
MRS 07/01/06 09:00 07/01/06 12:00 1 1
MRS 07/01/06 12:00 07/01/06 13:00 2 1
MRS 07/01/06 13:00 07/01/06 14:00 1 2
MRS 07/01/06 14:00 07/01/06 16:00 2 1
MRS 07/01/06 16:00 07/01/06 17:00 0 2
MRS 07/01/06 17:00 07/01/06 20:00 1 1
MRS 07/01/06 20:00 07/01/06 22:00 0 1
MRS 07/01/06 22:00 07/01/06 23:00 0 0
NCE 07/01/06 00:00 07/01/06 05:00 0 0
NCE 07/01/06 05:00 07/01/06 06:00 2 0
NCE 07/01/06 06:00 07/01/06 07:00 1 0
NCE 07/01/06 07:00 07/01/06 08:00 0 2
NCE 07/01/06 08:00 07/01/06 09:00 1 2
NCE 07/01/06 09:00 07/01/06 10:00 2 1
NCE 07/01/06 10:00 07/01/06 11:00 1 1
NCE 07/01/06 11:00 07/01/06 12:00 1 2
NCE 07/01/06 12:00 07/01/06 13:00 2 2
NCE 07/01/06 13:00 07/01/06 14:00 3 2
NCE 07/01/06 14:00 07/01/06 16:00 1 1
NCE 07/01/06 16:00 07/01/06 17:00 1 2
NCE 07/01/06 17:00 07/01/06 18:00 2 1
NCE 07/01/06 18:00 07/01/06 19:00 1 1
NCE 07/01/06 19:00 07/01/06 20:00 2 1
NCE 07/01/06 20:00 07/01/06 22:00 0 1
NCE 07/01/06 22:00 07/01/06 23:00 0 0
NTE 07/01/06 00:00 07/01/06 05:00 0 0
NTE 07/01/06 05:00 07/01/06 06:00 1 0
NTE 07/01/06 06:00 07/01/06 07:00 0 1
NTE 07/01/06 07:00 07/01/06 08:00 1 0
NTE 07/01/06 08:00 07/01/06 09:00 0 0
NTE 07/01/06 09:00 07/01/06 10:00 0 2
NTE 07/01/06 10:00 07/01/06 11:00 2 1
NTE 07/01/06 11:00 07/01/06 12:00 1 0
NTE 07/01/06 12:00 07/01/06 13:00 0 1
NTE 07/01/06 13:00 07/01/06 14:00 1 1
NTE 07/01/06 14:00 07/01/06 15:00 0 1
NTE 07/01/06 15:00 07/01/06 16:00 1 0
NTE 07/01/06 16:00 07/01/06 17:00 0 0
NTE 07/01/06 17:00 07/01/06 18:00 0 1
NTE 07/01/06 18:00 07/01/06 19:00 1 0
NTE 07/01/06 19:00 07/01/06 20:00 0 0
NTE 07/01/06 20:00 07/01/06 22:00 0 1
NTE 07/01/06 22:00 07/01/06 23:00 0 0
ORY 07/01/06 00:00 07/01/06 05:00 0 0
ORY 07/01/06 05:00 07/01/06 06:00 1 0
ORY 07/01/06 06:00 07/01/06 07:00 3 5
ORY 07/01/06 07:00 07/01/06 08:00 7 7
ORY 07/01/06 08:00 07/01/06 09:00 8 2
ORY 07/01/06 09:00 07/01/06 10:00 2 4
ORY 07/01/06 10:00 07/01/06 11:00 4 5
ORY 07/01/06 11:00 07/01/06 12:00 4 6
ORY 07/01/06 12:00 07/01/06 13:00 7 3
ORY 07/01/06 13:00 07/01/06 14:00 3 2
ORY 07/01/06 14:00 07/01/06 15:00 3 5
ORY 07/01/06 15:00 07/01/06 16:00 4 6
ORY 07/01/06 16:00 07/01/06 17:00 4 4
ORY 07/01/06 17:00 07/01/06 18:00 5 4
ORY 07/01/06 18:00 07/01/06 19:00 4 4
ORY 07/01/06 19:00 07/01/06 20:00 3 4
ORY 07/01/06 20:00 07/01/06 21:00 3 1
ORY 07/01/06 21:00 07/01/06 22:00 0 2
ORY 07/01/06 22:00 07/01/06 23:00 0 0
PGF 07/01/06 00:00 07/01/06 08:00 0 0
PGF 07/01/06 08:00 07/01/06 09:00 0 1
PGF 07/01/06 09:00 07/01/06 10:00 1 0
PGF 07/01/06 10:00 07/01/06 13:00 0 0
PGF 07/01/06 13:00 07/01/06 14:00 0 1
PGF 07/01/06 14:00 07/01/06 15:00 1 0
PGF 07/01/06 15:00 07/01/06 17:00 0 0
PGF 07/01/06 17:00 07/01/06 18:00 1 1
PGF 07/01/06 18:00 07/01/06 23:00 0 0
PUF 07/01/06 00:00 07/01/06 05:00 0 0
PUF 07/01/06 05:00 07/01/06 06:00 1 0
PUF 07/01/06 06:00 07/01/06 09:00 0 0
PUF 07/01/06 09:00 07/01/06 10:00 1 1
PUF 07/01/06 10:00 07/01/06 11:00 1 0
PUF 07/01/06 11:00 07/01/06 13:00 0 0
PUF 07/01/06 13:00 07/01/06 14:00 0 1
PUF 07/01/06 14:00 07/01/06 15:00 1 0
PUF 07/01/06 15:00 07/01/06 17:00 0 0
PUF 07/01/06 17:00 07/01/06 18:00 0 1
PUF 07/01/06 18:00 07/01/06 19:00 1 1
PUF 07/01/06 19:00 07/01/06 20:00 1 0
PUF 07/01/06 20:00 07/01/06 21:00 0 0
PUF 07/01/06 21:00 07/01/06 22:00 0 1
PUF 07/01/06 22:00 07/01/06 23:00 0 0
RDZ 07/01/06 00:00 07/01/06 05:00 0 0
RDZ 07/01/06 05:00 07/01/06 06:00 1 0
RDZ 07/01/06 06:00 07/01/06 08:00 0 0
RDZ 07/01/06 08:00 07/01/06 09:00 0 1
RDZ 07/01/06 09:00 07/01/06 23:00 0 0
RNS 07/01/06 00:00 07/01/06 05:00 0 0
RNS 07/01/06 05:00 07/01/06 08:00 1 0
RNS 07/01/06 08:00 07/01/06 09:00 0 0
RNS 07/01/06 09:00 07/01/06 10:00 1 1
RNS 07/01/06 10:00 07/01/06 12:00 0 0
RNS 07/01/06 12:00 07/01/06 13:00 1 1
RNS 07/01/06 13:00 07/01/06 14:00 0 1
RNS 07/01/06 14:00 07/01/06 15:00 1 0
RNS 07/01/06 15:00 07/01/06 18:00 0 1
RNS 07/01/06 18:00 07/01/06 19:00 0 0
RNS 07/01/06 19:00 07/01/06 20:00 0 1
RNS 07/01/06 20:00 07/01/06 23:00 0 0
SXB 07/01/06 00:00 07/01/06 05:00 0 0
SXB 07/01/06 05:00 07/01/06 06:00 1 0
SXB 07/01/06 06:00 07/01/06 07:00 0 0
SXB 07/01/06 07:00 07/01/06 09:00 1 1
SXB 07/01/06 09:00 07/01/06 10:00 2 1
SXB 07/01/06 10:00 07/01/06 11:00 1 0
SXB 07/01/06 11:00 07/01/06 13:00 0 1
SXB 07/01/06 13:00 07/01/06 14:00 1 0
SXB 07/01/06 14:00 07/01/06 16:00 1 1
SXB 07/01/06 16:00 07/01/06 17:00 0 1
SXB 07/01/06 17:00 07/01/06 19:00 1 1
SXB 07/01/06 19:00 07/01/06 20:00 0 0
SXB 07/01/06 20:00 07/01/06 22:00 0 1
SXB 07/01/06 22:00 07/01/06 23:00 0 0
TLN 07/01/06 00:00 07/01/06 05:00 0 0
TLN 07/01/06 05:00 07/01/06 06:00 1 0
TLN 07/01/06 06:00 07/01/06 07:00 0 0
TLN 07/01/06 07:00 07/01/06 08:00 0 1
TLN 07/01/06 08:00 07/01/06 09:00 1 0
TLN 07/01/06 09:00 07/01/06 10:00 0 1
TLN 07/01/06 10:00 07/01/06 11:00 1 0
TLN 07/01/06 11:00 07/01/06 13:00 0 0
TLN 07/01/06 13:00 07/01/06 14:00 0 1
TLN 07/01/06 14:00 07/01/06 15:00 1 0
TLN 07/01/06 15:00 07/01/06 16:00 0 0
TLN 07/01/06 16:00 07/01/06 17:00 0 1
TLN 07/01/06 17:00 07/01/06 18:00 1 0
TLN 07/01/06 18:00 07/01/06 19:00 0 0
TLN 07/01/06 19:00 07/01/06 20:00 0 1
TLN 07/01/06 20:00 07/01/06 23:00 0 0
TLS 07/01/06 00:00 07/01/06 05:00 0 0
TLS 07/01/06 05:00 07/01/06 07:00 2 0
TLS 07/01/06 07:00 07/01/06 08:00 1 2
TLS 07/01/06 08:00 07/01/06 09:00 2 2
TLS 07/01/06 09:00 07/01/06 10:00 2 1
TLS 07/01/06 10:00 07/01/06 11:00 1 2
TLS 07/01/06 11:00 07/01/06 12:00 2 1
TLS 07/01/06 12:00 07/01/06 16:00 1 1
TLS 07/01/06 16:00 07/01/06 17:00 1 2
TLS 07/01/06 17:00 07/01/06 18:00 2 1
TLS 07/01/06 18:00 07/01/06 20:00 1 1
TLS 07/01/06 20:00 07/01/06 23:00 0 1
UIP 07/01/06 00:00 07/01/06 05:00 0 0
UIP 07/01/06 05:00 07/01/06 06:00 1 0
UIP 07/01/06 06:00 07/01/06 08:00 0 0
UIP 07/01/06 08:00 07/01/06 09:00 0 1
UIP 07/01/06 09:00 07/01/06 10:00 1 0
UIP 07/01/06 10:00 07/01/06 17:00 0 0
UIP 07/01/06 17:00 07/01/06 18:00 0 1
UIP 07/01/06 18:00 07/01/06 23:00 0 0
URO 07/01/06 00:00 07/01/06 05:00 0 0
URO 07/01/06 05:00 07/01/06 06:00 1 1
URO 07/01/06 06:00 07/01/06 09:00 0 0
URO 07/01/06 09:00 07/01/06 10:00 0 1
URO 07/01/06 10:00 07/01/06 15:00 0 0
URO 07/01/06 15:00 07/01/06 16:00 1 0
URO 07/01/06 16:00 07/01/06 19:00 0 0
URO 07/01/06 19:00 07/01/06 20:00 1 1
URO 07/01/06 20:00 07/01/06 23:00 0 0
#      
