A321#26 A321 AirbusSmall 0/12/188 420 2250.0 45 45 BOD NULL
CRJ100#27 CRJ100 CRJ 0/0/50 120 1500.0 25 20 BOD NULL
CRJ700#28 CRJ700 CRJ 0/0/72 275 1500.0 30 20 BOD CFE-01/03/08-22:00-02/03/08-05:00-424
ERJ135#29 ERJ135 ERJ 0/0/37 240 1350.0 25 20 BOD NULL
ERJ145#30 ERJ145 ERJ 0/0/50 280 1350.0 25 20 BOD NULL
ERJ145#31 ERJ145 ERJ 0/0/50 280 1350.0 25 20 BOD CFE-01/03/08-23:00-02/03/08-06:00-460
A318#32 A318 AirbusSmall 0/0/123 450 1800.0 30 30 CDG NULL
A318#33 A318 AirbusSmall 0/10/108 450 1800.0 30 30 CDG CDG-02/03/08-07:00-02/03/08-13:00-453
A318#34 A318 AirbusSmall 0/10/108 450 1800.0 30 30 CDG NULL
A318#35 A318 AirbusSmall 0/10/108 450 1800.0 30 30 CDG NULL
A318#36 A318 AirbusSmall 0/10/108 450 1800.0 30 30 CDG ORY-01/03/08-22:00-02/03/08-06:00-605
A319#37 A319 AirbusSmall 0/28/51 510 1850.0 35 35 CDG NULL
A319#38 A319 AirbusSmall 0/28/51 510 1850.0 35 35 CDG NULL
A319#39 A319 AirbusSmall 0/28/51 510 1850.0 35 35 CDG NULL
A319#40 A319 AirbusSmall 0/0/138 510 1850.0 35 35 CDG NULL
A319#41 A319 AirbusSmall 0/0/142 510 1850.0 35 35 CDG NULL
A319#42 A319 AirbusSmall 0/0/142 510 1850.0 35 35 CDG NULL
A319#43 A319 AirbusSmall 0/0/142 510 1850.0 35 35 CDG NULL
A319#44 A319 AirbusSmall 0/0/142 510 1850.0 35 35 CDG NULL
A319#45 A319 AirbusSmall 0/12/124 510 1850.0 35 35 CDG NULL
A320#46 A320 AirbusSmall 0/0/165 420 2000.0 40 40 CDG NULL
A320#47 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#48 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#49 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#50 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#51 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#52 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#53 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#54 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#55 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CDG NULL
A320#56 A320 AirbusSmall 0/10/150 420 2000.0 40 40 CDG NULL
A320#57 A320 AirbusSmall 0/10/150 420 2000.0 40 40 CDG NULL
A320#58 A320 AirbusSmall 0/10/150 420 2000.0 40 40 CDG NULL
A320#59 A320 AirbusSmall 0/10/150 420 2000.0 40 40 CDG NULL
A320#60 A320 AirbusSmall 0/10/150 420 2000.0 40 40 CDG NULL
A321#61 A321 AirbusSmall 0/0/206 420 2250.0 45 45 CDG CDG-01/03/08-11:00-01/03/08-17:00-234
A321#62 A321 AirbusSmall 0/0/206 420 2250.0 45 45 CDG NULL
A321#63 A321 AirbusSmall 0/12/188 420 2250.0 45 45 CDG NULL
B737400#64 B737400 BoeingSmall 0/39/102 510 1850.0 35 35 CDG NULL
B737900#65 B737900 BoeingSmall 0/51/144 420 2250.0 45 45 CDG NULL
CRJ100#66 CRJ100 CRJ 0/0/50 120 1500.0 25 20 CDG NULL
CRJ700#67 CRJ700 CRJ 0/0/72 275 1500.0 30 20 CDG NULL
A330#68 A330 AirbusBig 0/40/179 1100 5800.0 60 90 CDG NULL
A330#69 A330 AirbusBig 0/40/179 1100 5800.0 60 90 CDG NULL
A340#70 A340 AirbusBig 0/28/263 1100 6000.0 60 90 CDG NULL
A340#71 A340 AirbusBig 0/28/263 1100 6000.0 60 90 CDG NULL
A340#72 A340 AirbusBig 10/36/240 1100 6000.0 60 90 CDG NULL
A340#73 A340 AirbusBig 10/36/240 1100 6000.0 60 90 CDG NULL
B747#74 B747 BoeingBig 13/58/324 1010 5800.0 60 90 CDG CDG-01/03/08-22:00-02/03/08-06:00-667
B747#75 B747 BoeingBig 13/58/324 1010 5800.0 60 90 CDG NULL
B777#76 B777 BoeingBig 12/56/200 1050 6000.0 60 90 CDG NULL
B777#77 B777 BoeingBig 12/56/200 1050 6000.0 60 90 CDG NULL
A319#78 A319 AirbusSmall 0/0/142 510 1850.0 35 35 CFE NULL
A320#79 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CFE CDG-01/03/08-22:00-02/03/08-05:00-548
A321#80 A321 AirbusSmall 0/12/188 420 2250.0 45 45 CFE NULL
BAE300#81 BAE300 BAE 0/0/100 150 1700.0 30 20 CFE NULL
CRJ100#82 CRJ100 CRJ 0/0/50 120 1500.0 25 20 CFE NULL
ERJ145#83 ERJ145 ERJ 0/0/50 280 1350.0 25 20 CFE CFE-02/03/08-22:00-03/03/08-05:00-1286
F100#84 F100 Fokker 0/0/100 225 1600.0 30 20 CFE CFE-01/03/08-14:00-01/03/08-19:00-206
F100#85 F100 Fokker 0/0/100 225 1600.0 30 20 CFE NULL
F100#86 F100 Fokker 0/0/100 225 1600.0 30 20 CFE NULL
F100#87 F100 Fokker 0/0/100 225 1600.0 30 20 CFE NULL
F100#88 F100 Fokker 0/0/100 225 1600.0 30 20 CFE NULL
B777#89 B777 BoeingBig 0/14/442 1050 6000.0 60 90 CMN NULL
A319#90 A319 AirbusSmall 0/28/51 510 1850.0 35 35 CTA NULL
A320#91 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CTA NULL
A320#92 A320 AirbusSmall 0/0/172 420 2000.0 40 40 CTA NULL
ERJ135#93 ERJ135 ERJ 0/0/37 240 1350.0 25 20 CTA NULL
A318#94 A318 AirbusSmall 0/0/123 450 1800.0 30 30 DUB CDG-01/03/08-22:00-02/03/08-06:00-828
A319#95 A319 AirbusSmall 0/12/124 510 1850.0 35 35 DUB NULL
B737900#96 B737900 BoeingSmall 0/51/144 420 2250.0 45 45 DUB NULL
A319#97 A319 AirbusSmall 0/0/142 510 1850.0 35 35 DUS NULL
A320#98 A320 AirbusSmall 0/0/172 420 2000.0 40 40 DUS NULL
A319#99 A319 AirbusSmall 0/28/51 510 1850.0 35 35 FCO NULL
A319#100 A319 AirbusSmall 0/0/142 510 1850.0 35 35 FCO NULL
A319#101 A319 AirbusSmall 0/12/124 510 1850.0 35 35 FCO NULL
A320#102 A320 AirbusSmall 0/0/172 420 2000.0 40 40 FCO NULL
B737800#103 B737800 BoeingSmall 0/57/114 420 2000.0 40 40 FCO NULL
F100#104 F100 Fokker 0/0/100 225 1600.0 30 20 FCO NULL
A320#105 A320 AirbusSmall 0/10/150 420 2000.0 40 40 FRA NULL
A321#106 A321 AirbusSmall 0/12/188 420 2250.0 45 45 FRA NULL
A321#107 A321 AirbusSmall 0/0/206 420 2250.0 45 45 GVA NULL
A330#108 A330 AirbusBig 0/40/179 1100 5800.0 60 90 IST CDG-02/03/08-14:00-02/03/08-19:00-318
B777#109 B777 BoeingBig 12/56/200 1050 6000.0 60 90 IST NULL
A321#110 A321 AirbusSmall 0/12/188 420 2250.0 45 45 LCY CDG-01/03/08-22:00-02/03/08-05:00-336
A321#111 A321 AirbusSmall 0/12/188 420 2250.0 45 45 LHR CDG-02/03/08-22:00-03/03/08-06:00-1720
A320#112 A320 AirbusSmall 0/0/172 420 2000.0 40 40 LIG NULL
BAE300#113 BAE300 BAE 0/0/100 150 1700.0 30 20 LIG NULL
A321#114 A321 AirbusSmall 0/12/188 420 2250.0 45 45 LIL NULL
BAE200#115 BAE200 BAE 0/0/94 150 1700.0 30 20 LIL LIL-02/03/08-11:00-02/03/08-16:00-687
BAE200#116 BAE200 BAE 0/0/94 150 1700.0 30 20 LIL LIL-02/03/08-01:00-02/03/08-06:00-405
BAE300#117 BAE300 BAE 0/0/100 150 1700.0 30 20 LIL NULL
ERJ135#118 ERJ135 ERJ 0/0/37 240 1350.0 25 20 LIL NULL
F100#119 F100 Fokker 0/0/100 225 1600.0 30 20 LIL NULL
A320#120 A320 AirbusSmall 0/10/150 420 2000.0 40 40 LIS NULL
A321#121 A321 AirbusSmall 0/0/206 420 2250.0 45 45 LIS NULL
B737800#122 B737800 BoeingSmall 0/57/114 420 2000.0 40 40 LIS NULL
CRJ700#123 CRJ700 CRJ 0/0/72 275 1500.0 30 20 LIS NULL
F100#124 F100 Fokker 0/0/100 225 1600.0 30 20 LIS NULL
A318#125 A318 AirbusSmall 0/0/123 450 1800.0 30 30 LYS CDG-02/03/08-22:00-03/03/08-05:00-1484
A319#126 A319 AirbusSmall 0/28/51 510 1850.0 35 35 LYS NULL
A319#127 A319 AirbusSmall 0/12/124 510 1850.0 35 35 LYS NULL
A320#128 A320 AirbusSmall 0/0/172 420 2000.0 40 40 LYS NULL
A320#129 A320 AirbusSmall 0/0/172 420 2000.0 40 40 LYS NULL
A320#130 A320 AirbusSmall 0/10/150 420 2000.0 40 40 LYS NULL
A321#131 A321 AirbusSmall 0/12/188 420 2250.0 45 45 LYS NULL
CRJ700#132 CRJ700 CRJ 0/0/72 275 1500.0 30 20 LYS NULL
CRJ700#133 CRJ700 CRJ 0/0/72 275 1500.0 30 20 LYS LIL-01/03/08-10:00-01/03/08-15:00-251
CRJ700#134 CRJ700 CRJ 0/0/72 275 1500.0 30 20 LYS NULL
CRJ700#135 CRJ700 CRJ 0/0/72 275 1500.0 30 20 LYS NULL
ERJ145#136 ERJ145 ERJ 0/0/50 280 1350.0 25 20 LYS CFE-01/03/08-09:00-01/03/08-14:00-205
A320#137 A320 AirbusSmall 0/0/172 420 2000.0 40 40 MAD NULL
A320#138 A320 AirbusSmall 0/10/150 420 2000.0 40 40 MAD NULL
A320#139 A320 AirbusSmall 0/10/150 420 2000.0 40 40 MAD NULL
B737300#140 B737300 BoeingSmall 0/39/88 450 1800.0 30 30 MAD ORY-01/03/08-22:00-02/03/08-06:00-669
A320#141 A320 AirbusSmall 0/0/165 420 2000.0 40 40 MLH NULL
A320#142 A320 AirbusSmall 0/0/165 420 2000.0 40 40 MLH CDG-01/03/08-13:00-01/03/08-19:00-111
ERJ145#143 ERJ145 ERJ 0/0/50 280 1350.0 25 20 MLH NULL
ERJ145#144 ERJ145 ERJ 0/0/50 280 1350.0 25 20 MLH CFE-02/03/08-13:00-02/03/08-18:00-637
A319#145 A319 AirbusSmall 0/28/51 510 1850.0 35 35 MPL NULL
A320#146 A320 AirbusSmall 0/0/172 420 2000.0 40 40 MPL ORY-02/03/08-22:00-03/03/08-06:00-1419
A321#147 A321 AirbusSmall 0/12/188 420 2250.0 45 45 MPL ORY-02/03/08-23:00-03/03/08-06:00-1286
BAE200#148 BAE200 BAE 0/0/94 150 1700.0 30 20 MPL NULL
A319#149 A319 AirbusSmall 0/28/51 510 1850.0 35 35 MRS NULL
A319#150 A319 AirbusSmall 0/28/51 510 1850.0 35 35 MRS ORY-01/03/08-09:00-01/03/08-14:00-85
A320#151 A320 AirbusSmall 0/0/165 420 2000.0 40 40 MRS NULL
A320#152 A320 AirbusSmall 0/0/172 420 2000.0 40 40 MRS NULL
A320#153 A320 AirbusSmall 0/0/172 420 2000.0 40 40 MRS NULL
A321#154 A321 AirbusSmall 0/12/188 420 2250.0 45 45 MRS NULL
BAE300#155 BAE300 BAE 0/0/100 150 1700.0 30 20 MRS NULL
BAE300#156 BAE300 BAE 0/0/100 150 1700.0 30 20 MRS NULL
CRJ100#157 CRJ100 CRJ 0/0/50 120 1500.0 25 20 MRS NULL
CRJ700#158 CRJ700 CRJ 0/0/72 275 1500.0 30 20 MRS NULL
ERJ135#159 ERJ135 ERJ 0/0/37 240 1350.0 25 20 MRS NULL
F100#160 F100 Fokker 0/0/100 225 1600.0 30 20 MRS NULL
A320#161 A320 AirbusSmall 0/10/150 420 2000.0 40 40 MUC NULL
B737800#162 B737800 BoeingSmall 0/57/114 420 2000.0 40 40 MUC NULL
A319#163 A319 AirbusSmall 0/12/124 510 1850.0 35 35 MXP NULL
A321#164 A321 AirbusSmall 0/0/206 420 2250.0 45 45 MXP NULL
A319#165 A319 AirbusSmall 0/0/138 510 1850.0 35 35 NCE CDG-02/03/08-08:00-02/03/08-14:00-906
A319#166 A319 AirbusSmall 0/0/142 510 1850.0 35 35 NCE NULL
A320#167 A320 AirbusSmall 0/0/165 420 2000.0 40 40 NCE ORY-02/03/08-22:00-03/03/08-06:00-1880
A320#168 A320 AirbusSmall 0/0/172 420 2000.0 40 40 NCE NULL
B737300#169 B737300 BoeingSmall 0/39/88 450 1800.0 30 30 NCE NULL
BAE200#170 BAE200 BAE 0/0/94 150 1700.0 30 20 NCE NULL
BAE200#171 BAE200 BAE 0/0/94 150 1700.0 30 20 NCE NULL
CRJ100#172 CRJ100 CRJ 0/0/50 120 1500.0 25 20 NCE NULL
ERJ145#173 ERJ145 ERJ 0/0/50 280 1350.0 25 20 NCE NULL
A318#174 A318 AirbusSmall 0/0/123 450 1800.0 30 30 NTE CDG-02/03/08-11:00-02/03/08-17:00-510
A319#175 A319 AirbusSmall 0/0/138 510 1850.0 35 35 NTE CDG-02/03/08-22:00-03/03/08-05:00-1308
BAE300#176 BAE300 BAE 0/0/100 150 1700.0 30 20 NTE LIL-01/03/08-12:00-01/03/08-17:00-131
ERJ135#177 ERJ135 ERJ 0/0/37 240 1350.0 25 20 NTE NULL
ERJ135#178 ERJ135 ERJ 0/0/37 240 1350.0 25 20 NTE NULL
F100#179 F100 Fokker 0/0/100 225 1600.0 30 20 NTE NULL
F100#180 F100 Fokker 0/0/100 225 1600.0 30 20 NTE NULL
F100#181 F100 Fokker 0/0/100 225 1600.0 30 20 NTE NULL
A318#182 A318 AirbusSmall 0/0/123 450 1800.0 30 30 ORY ORY-01/03/08-22:00-02/03/08-05:00-783
A318#183 A318 AirbusSmall 0/10/108 450 1800.0 30 30 ORY NULL
A318#184 A318 AirbusSmall 0/10/108 450 1800.0 30 30 ORY ORY-01/03/08-22:00-02/03/08-06:00-861
A319#185 A319 AirbusSmall 0/28/51 510 1850.0 35 35 ORY ORY-02/03/08-08:00-02/03/08-13:00-1196
A319#186 A319 AirbusSmall 0/28/51 510 1850.0 35 35 ORY NULL
A319#187 A319 AirbusSmall 0/0/142 510 1850.0 35 35 ORY NULL
A319#188 A319 AirbusSmall 0/0/142 510 1850.0 35 35 ORY NULL
A319#189 A319 AirbusSmall 0/0/142 510 1850.0 35 35 ORY NULL
A319#190 A319 AirbusSmall 0/12/124 510 1850.0 35 35 ORY NULL
A320#191 A320 AirbusSmall 0/0/165 420 2000.0 40 40 ORY NULL
A320#192 A320 AirbusSmall 0/0/165 420 2000.0 40 40 ORY NULL
A320#193 A320 AirbusSmall 0/0/172 420 2000.0 40 40 ORY NULL
A320#194 A320 AirbusSmall 0/0/172 420 2000.0 40 40 ORY NULL
A320#195 A320 AirbusSmall 0/0/172 420 2000.0 40 40 ORY NULL
A320#196 A320 AirbusSmall 0/0/172 420 2000.0 40 40 ORY NULL
A321#197 A321 AirbusSmall 0/0/206 420 2250.0 45 45 ORY NULL
A321#198 A321 AirbusSmall 0/0/206 420 2250.0 45 45 ORY NULL
A321#199 A321 AirbusSmall 0/12/188 420 2250.0 45 45 ORY NULL
A321#200 A321 AirbusSmall 0/12/188 420 2250.0 45 45 ORY NULL
CRJ100#201 CRJ100 CRJ 0/0/50 120 1500.0 25 20 ORY NULL
A318#202 A318 AirbusSmall 0/0/123 450 1800.0 30 30 PMO NULL
A319#203 A319 AirbusSmall 0/28/51 510 1850.0 35 35 PMO NULL
A320#204 A320 AirbusSmall 0/10/150 420 2000.0 40 40 PMO NULL
A320#205 A320 AirbusSmall 0/10/150 420 2000.0 40 40 PMO NULL
A320#206 A320 AirbusSmall 0/10/150 420 2000.0 40 40 PRG NULL
ERJ135#207 ERJ135 ERJ 0/0/37 240 1350.0 25 20 PRG NULL
A318#208 A318 AirbusSmall 0/10/108 450 1800.0 30 30 PUF CDG-01/03/08-22:00-02/03/08-06:00-494
A320#209 A320 AirbusSmall 0/0/165 420 2000.0 40 40 PUF NULL
BAE300#210 BAE300 BAE 0/0/100 150 1700.0 30 20 PUF NULL
A319#211 A319 AirbusSmall 0/0/138 510 1850.0 35 35 RNS NULL
A320#212 A320 AirbusSmall 0/0/165 420 2000.0 40 40 RNS NULL
CRJ100#213 CRJ100 CRJ 0/0/50 120 1500.0 25 20 RNS NULL
CRJ100#214 CRJ100 CRJ 0/0/50 120 1500.0 25 20 RNS NULL
ERJ145#215 ERJ145 ERJ 0/0/50 280 1350.0 25 20 RNS NULL
F100#216 F100 Fokker 0/0/100 225 1600.0 30 20 RNS NULL
A330#217 A330 AirbusBig 0/40/179 1100 5800.0 60 90 SVO NULL
B747#218 B747 BoeingBig 0/40/393 1010 5800.0 60 90 SVO NULL
B777#219 B777 BoeingBig 0/14/442 1050 6000.0 60 90 SVO CDG-02/03/08-22:00-03/03/08-06:00-1356
B777#220 B777 BoeingBig 0/14/442 1050 6000.0 60 90 SVO NULL
B777#221 B777 BoeingBig 0/14/442 1050 6000.0 60 90 SVO NULL
A320#222 A320 AirbusSmall 0/0/172 420 2000.0 40 40 SXB NULL
A320#223 A320 AirbusSmall 0/0/172 420 2000.0 40 40 SXB NULL
A321#224 A321 AirbusSmall 0/12/188 420 2250.0 45 45 SXB NULL
CRJ100#225 CRJ100 CRJ 0/0/50 120 1500.0 25 20 SXB NULL
CRJ100#226 CRJ100 CRJ 0/0/50 120 1500.0 25 20 SXB NULL
CRJ700#227 CRJ700 CRJ 0/0/72 275 1500.0 30 20 SXB NULL
ERJ135#228 ERJ135 ERJ 0/0/37 240 1350.0 25 20 SXB NULL
ERJ145#229 ERJ145 ERJ 0/0/50 280 1350.0 25 20 SXB NULL
F100#230 F100 Fokker 0/0/100 225 1600.0 30 20 SXB NULL
A319#231 A319 AirbusSmall 0/28/51 510 1850.0 35 35 TLS NULL
A319#232 A319 AirbusSmall 0/28/51 510 1850.0 35 35 TLS CDG-02/03/08-22:00-03/03/08-06:00-1603
A319#233 A319 AirbusSmall 0/0/142 510 1850.0 35 35 TLS NULL
A319#234 A319 AirbusSmall 0/0/142 510 1850.0 35 35 TLS NULL
A320#235 A320 AirbusSmall 0/0/165 420 2000.0 40 40 TLS NULL
A321#236 A321 AirbusSmall 0/0/206 420 2250.0 45 45 TLS NULL
B737400#237 B737400 BoeingSmall 0/39/102 510 1850.0 35 35 TLS NULL
B737900#238 B737900 BoeingSmall 0/51/144 420 2250.0 45 45 TLS NULL
BAE200#239 BAE200 BAE 0/0/94 150 1700.0 30 20 TLS NULL
BAE200#240 BAE200 BAE 0/0/94 150 1700.0 30 20 TLS NULL
CRJ700#241 CRJ700 CRJ 0/0/72 275 1500.0 30 20 TLS NULL
ERJ135#242 ERJ135 ERJ 0/0/37 240 1350.0 25 20 TLS NULL
F100#243 F100 Fokker 0/0/100 225 1600.0 30 20 TLS NULL
B747#244 B747 BoeingBig 0/40/393 1010 5800.0 60 90 TUN NULL
B777#245 B777 BoeingBig 12/56/200 1050 6000.0 60 90 TUN NULL
A319#246 A319 AirbusSmall 0/0/142 510 1850.0 35 35 VCE NULL
A318#247 A318 AirbusSmall 0/10/108 450 1800.0 30 30 VIE NULL
A319#248 A319 AirbusSmall 0/0/142 510 1850.0 35 35 VIE NULL
A319#249 A319 AirbusSmall 0/12/124 510 1850.0 35 35 VIE NULL
A320#250 A320 AirbusSmall 0/0/172 420 2000.0 40 40 ZRH NULL
A321#251 A321 AirbusSmall 0/0/206 420 2250.0 45 45 ZRH NULL
TranspCom#1 TranspCom TranspCom -1/-1/-1 120 0.0 10 10 CDG NULL 
TranspCom#2 TranspCom TranspCom -1/-1/-1 120 0.0 10 10 CDG NULL 
TranspCom#3 TranspCom TranspCom -1/-1/-1 120 0.0 10 10 ORY NULL 
TranspCom#4 TranspCom TranspCom -1/-1/-1 120 0.0 10 10 ORY NULL 
#
